"source","target"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Northern Mockingbird","Mourning Dove"
"Spotted Towhee","Black-capped Chickadee"
"Black-capped Chickadee","Townsend's Warbler"
"Dark-eyed Junco","Black-capped Chickadee"
"Red-breasted Sapsucker","Dark-eyed Junco"
"Song Sparrow","House Finch"
"House Finch","Song Sparrow"
"Downy Woodpecker","Black-capped Chickadee"
"Dark-eyed Junco","Chestnut-backed Chickadee"
"Chestnut-backed Chickadee","Townsend's Warbler"
"Dark-eyed Junco","Townsend's Warbler"
"Dark-eyed Junco","Black-capped Chickadee"
"Hairy Woodpecker","Blue Jay"
"Downy Woodpecker","House Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"White-breasted Nuthatch","Tufted Titmouse"
"Blue Jay","Northern Cardinal"
"Blue Jay","Common Grackle"
"Common Grackle","House Finch"
"Tufted Titmouse","White-breasted Nuthatch"
"Tufted Titmouse","White-breasted Nuthatch"
"Tufted Titmouse","White-breasted Nuthatch"
"White-breasted Nuthatch","Tufted Titmouse"
"House Finch","White-breasted Nuthatch"
"Downy Woodpecker","Tufted Titmouse"
"Northern Cardinal","Black-capped Chickadee"
"Northern Cardinal","Purple Finch"
"Blue Jay","Tufted Titmouse"
"Blue Jay","Common Grackle"
"House Finch","Black-capped Chickadee"
"Tufted Titmouse","Black-capped Chickadee"
"House Finch","Black-capped Chickadee"
"Tufted Titmouse","Black-capped Chickadee"
"Tufted Titmouse","White-breasted Nuthatch"
"House Finch","White-breasted Nuthatch"
"House Finch","Black-capped Chickadee"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Blue Jay","Tufted Titmouse"
"Common Raven","American Crow"
"Pine Grosbeak","Black-capped Chickadee"
"Blue Jay","Pine Grosbeak"
"Mourning Dove","California Scrub-Jay"
"White-breasted Nuthatch","American Goldfinch"
"House Finch","American Goldfinch"
"House Finch","American Goldfinch"
"House Finch","Red-breasted Nuthatch"
"Northern Cardinal","American Goldfinch"
"House Finch","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"House Finch","American Goldfinch"
"Hairy Woodpecker","Northern Cardinal"
"Hairy Woodpecker","American Goldfinch"
"Song Sparrow","Lapland Longspur"
"Steller's Jay","Dark-eyed Junco"
"Downy Woodpecker","Tufted Titmouse"
"Northern Cardinal","Downy Woodpecker"
"Tufted Titmouse","American Goldfinch"
"House Finch","American Goldfinch"
"American Crow","Blue Jay"
"White-breasted Nuthatch","American Goldfinch"
"White-breasted Nuthatch","Black-capped Chickadee"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","Mourning Dove"
"Eurasian Collared-Dove","Red-winged Blackbird"
"Yellow-rumped Warbler","Bewick's Wren"
"Downy Woodpecker","House Sparrow"
"Downy Woodpecker","House Finch"
"Red-bellied Woodpecker","House Sparrow"
"House Sparrow","House Finch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Northern Cardinal","House Finch"
"Downy Woodpecker","American Goldfinch"
"Wild Turkey","Steller's Jay"
"Steller's Jay","Dark-eyed Junco"
"Wild Turkey","Black-billed Magpie"
"Black-billed Magpie","Steller's Jay"
"Northern Cardinal","European Starling"
"European Starling","Mourning Dove"
"Dark-eyed Junco","Black-capped Chickadee"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Northern Cardinal"
"Blue Jay","House Finch"
"Mourning Dove","Northern Cardinal"
"Mourning Dove","House Finch"
"House Sparrow","White-breasted Nuthatch"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Cardinal","White-throated Sparrow"
"Blue Jay","Northern Cardinal"
"Northern Cardinal","White-throated Sparrow"
"Northern Cardinal","White-throated Sparrow"
"American Goldfinch","House Finch"
"White-breasted Nuthatch","Tufted Titmouse"
"Spotted Towhee","Song Sparrow"
"Tufted Titmouse","Carolina Chickadee"
"Red-bellied Woodpecker","Downy Woodpecker"
"Tufted Titmouse","Carolina Chickadee"
"Spotted Towhee","Purple Finch"
"Fox Sparrow","Song Sparrow"
"Fox Sparrow","Dark-eyed Junco"
"Fox Sparrow","Spotted Towhee"
"Song Sparrow","House Sparrow"
"Song Sparrow","Dark-eyed Junco"
"House Sparrow","White-breasted Nuthatch"
"House Sparrow","Dark-eyed Junco"
"Acorn Woodpecker","Steller's Jay"
"Dark-eyed Junco","White-breasted Nuthatch"
"Northern Mockingbird","Brown Thrasher"
"House Sparrow","Black-capped Chickadee"
"Downy Woodpecker","House Sparrow"
"Blue Jay","House Sparrow"
"House Sparrow","House Finch"
"Northern Cardinal","Downy Woodpecker"
"Northern Cardinal","House Finch"
"Blue Jay","Tufted Titmouse"
"Great-tailed Grackle","Eurasian Collared-Dove"
"American Goldfinch","Black-capped Chickadee"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","Black-capped Chickadee"
"Blue Jay","House Finch"
"Red-bellied Woodpecker","Northern Cardinal"
"American Robin","Townsend's Solitaire"
"Downy Woodpecker","Dark-eyed Junco"
"Steller's Jay","Downy Woodpecker"
"Hermit Thrush","Red-breasted Nuthatch"
"Tufted Titmouse","Red-breasted Nuthatch"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Red-bellied Woodpecker","Blue Jay"
"Northern Mockingbird","Blue Jay"
"Curve-billed Thrasher","Gila Woodpecker"
"Eastern Bluebird","House Sparrow"
"Downy Woodpecker","Carolina Chickadee"
"Downy Woodpecker","House Sparrow"
"Downy Woodpecker","Red-breasted Nuthatch"
"Rock Pigeon","Ring-necked Pheasant"
"Red-bellied Woodpecker","Eastern Bluebird"
"Downy Woodpecker","Tufted Titmouse"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"House Sparrow","House Finch"
"Northern Flicker","Black-billed Magpie"
"Northern Flicker","House Sparrow"
"Red-breasted Nuthatch","House Finch"
"House Sparrow","Dark-eyed Junco"
"American Goldfinch","Black-capped Chickadee"
"House Sparrow","American Tree Sparrow"
"House Sparrow","Dark-eyed Junco"
"Blue Jay","American Goldfinch"
"Northern Cardinal","Dark-eyed Junco"
"House Finch","Dark-eyed Junco"
"House Sparrow","Harris's Sparrow"
"Mourning Dove","Dark-eyed Junco"
"House Finch","American Goldfinch"
"Red-bellied Woodpecker","Hairy Woodpecker"
"House Sparrow","Black-capped Chickadee"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Sparrow","White-breasted Nuthatch"
"Yellow-bellied Sapsucker","Downy Woodpecker"
"Mourning Dove","White-crowned Sparrow"
"House Finch","American Goldfinch"
"Eastern Bluebird","House Finch"
"Eastern Bluebird","American Goldfinch"
"Eastern Bluebird","Pine Warbler"
"European Starling","Eastern Bluebird"
"European Starling","House Finch"
"American Crow","Eastern Bluebird"
"American Crow","House Finch"
"House Sparrow","Carolina Wren"
"Blue Jay","Tufted Titmouse"
"Northern Cardinal","House Finch"
"White-breasted Nuthatch","American Goldfinch"
"House Sparrow","Downy Woodpecker"
"Black-capped Chickadee","Dark-eyed Junco"
"Dark-eyed Junco","American Goldfinch"
"Black-billed Magpie","Blue Jay"
"Blue Jay","Snow Bunting"
"Blue Jay","Northern Cardinal"
"House Finch","Carolina Chickadee"
"House Finch","American Goldfinch"
"Red-bellied Woodpecker","House Sparrow"
"Hairy Woodpecker","House Finch"
"House Sparrow","House Finch"
"Dark-eyed Junco","American Tree Sparrow"
"Red-bellied Woodpecker","House Finch"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","Downy Woodpecker"
"Song Sparrow","American Tree Sparrow"
"Song Sparrow","Dark-eyed Junco"
"Blue Jay","American Tree Sparrow"
"White-throated Sparrow","American Goldfinch"
"Red-bellied Woodpecker","Blue Jay"
"Blue Jay","House Sparrow"
"Red-bellied Woodpecker","Tufted Titmouse"
"European Starling","Northern Flicker"
"Hairy Woodpecker","Downy Woodpecker"
"Downy Woodpecker","Hairy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Pileated Woodpecker","Hairy Woodpecker"
"Pileated Woodpecker","Northern Flicker"
"Northern Cardinal","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Dark-eyed Junco","American Goldfinch"
"Northern Cardinal","Dark-eyed Junco"
"House Sparrow","House Finch"
"Red-bellied Woodpecker","European Starling"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Mockingbird","European Starling"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","American Goldfinch"
"Blue Jay","Dark-eyed Junco"
"Brown-headed Cowbird","American Tree Sparrow"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Dark-eyed Junco"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","House Sparrow"
"Hairy Woodpecker","Blue Jay"
"Blue Jay","Downy Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"Downy Woodpecker","White-breasted Nuthatch"
"Northern Mockingbird","Eastern Bluebird"
"Red-bellied Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Black-capped Chickadee"
"Eastern Bluebird","House Finch"
"Blue Jay","Mourning Dove"
"Blue Jay","House Finch"
"Blue Jay","Northern Cardinal"
"Northern Flicker","European Starling"
"Red-bellied Woodpecker","Black-capped Chickadee"
"Northern Cardinal","Dark-eyed Junco"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Northern Cardinal","Chipping Sparrow"
"Blue Jay","House Finch"
"Blue Jay","Hairy Woodpecker"
"House Sparrow","American Goldfinch"
"Red-bellied Woodpecker","Downy Woodpecker"
"Northern Cardinal","American Goldfinch"
"Carolina Chickadee","White-breasted Nuthatch"
"American Goldfinch","White-breasted Nuthatch"
"Red-bellied Woodpecker","American Goldfinch"
"Northern Cardinal","Dark-eyed Junco"
"Downy Woodpecker","Tufted Titmouse"
"Blue Jay","House Finch"
"Blue Jay","Carolina Chickadee"
"Blue Jay","Tufted Titmouse"
"Dark-eyed Junco","White-breasted Nuthatch"
"White-breasted Nuthatch","Carolina Chickadee"
"White-breasted Nuthatch","House Finch"
"Black-capped Chickadee","Dark-eyed Junco"
"Blue Jay","Black-capped Chickadee"
"Dark-eyed Junco","Carolina Chickadee"
"Northern Cardinal","Mourning Dove"
"Red-bellied Woodpecker","Blue Jay"
"Blue Jay","Northern Cardinal"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","Blue Jay"
"Blue Jay","House Finch"
"Downy Woodpecker","Carolina Wren"
"Downy Woodpecker","Carolina Wren"
"Mourning Dove","Northern Cardinal"
"Northern Cardinal","Tufted Titmouse"
"Blue Jay","Mourning Dove"
"California Quail","Black-billed Magpie"
"Yellow-bellied Sapsucker","Downy Woodpecker"
"Chestnut-backed Chickadee","Dark-eyed Junco"
"Dark-eyed Junco","Downy Woodpecker"
"House Finch","Black-capped Chickadee"
"Dark-eyed Junco","Song Sparrow"
"Steller's Jay","Dark-eyed Junco"
"Blue Jay","Northern Cardinal"
"Blue Jay","Mourning Dove"
"Northern Cardinal","Mourning Dove"
"Downy Woodpecker","House Finch"
"White-breasted Nuthatch","Tufted Titmouse"
"Blue Jay","House Finch"
"Carolina Wren","American Goldfinch"
"Downy Woodpecker","Carolina Wren"
"House Finch","American Goldfinch"
"House Finch","Carolina Chickadee"
"Red-bellied Woodpecker","House Sparrow"
"White-throated Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Blue Jay","House Sparrow"
"Song Sparrow","House Sparrow"
"American Goldfinch","Tufted Titmouse"
"House Finch","American Goldfinch"
"White-breasted Nuthatch","House Finch"
"Dark-eyed Junco","American Goldfinch"
"Song Sparrow","American Goldfinch"
"Dark-eyed Junco","American Tree Sparrow"
"Song Sparrow","Dark-eyed Junco"
"House Finch","Black-capped Chickadee"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","Northern Cardinal"
"Dark-eyed Junco","House Sparrow"
"Common Raven","Black-billed Magpie"
"Common Raven","House Sparrow"
"Dark-eyed Junco","Bushtit"
"Eastern Bluebird","House Finch"
"Oak Titmouse","White-breasted Nuthatch"
"White-breasted Nuthatch","House Finch"
"White-crowned Sparrow","Bewick's Wren"
"Downy Woodpecker","White-breasted Nuthatch"
"Blue Jay","American Tree Sparrow"
"European Starling","Eastern Bluebird"
"Northern Cardinal","Eastern Towhee"
"Dark-eyed Junco","American Goldfinch"
"Mourning Dove","Blue Jay"
"Blue Jay","White-throated Sparrow"
"Northern Cardinal","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"European Starling","Red-winged Blackbird"
"Townsend's Warbler","Ruby-crowned Kinglet"
"Black-capped Chickadee","Townsend's Warbler"
"Dark-eyed Junco","Black-capped Chickadee"
"Red-breasted Nuthatch","Black-capped Chickadee"
"House Sparrow","Black-capped Chickadee"
"Downy Woodpecker","American Goldfinch"
"House Finch","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"White-breasted Nuthatch","American Goldfinch"
"Dark-eyed Junco","House Finch"
"Song Sparrow","House Sparrow"
"House Sparrow","Dark-eyed Junco"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","House Finch"
"European Starling","House Finch"
"Woodhouse's Scrub-Jay","Blue Jay"
"Blue Jay","American Goldfinch"
"Blue Jay","Downy Woodpecker"
"European Starling","Hairy Woodpecker"
"European Starling","Black-capped Chickadee"
"Mourning Dove","Tufted Titmouse"
"Downy Woodpecker","Ruby-crowned Kinglet"
"Red-bellied Woodpecker","Downy Woodpecker"
"Spotted Towhee","Dark-eyed Junco"
"Downy Woodpecker","Black-capped Chickadee"
"American Goldfinch","Purple Finch"
"Blue Jay","American Tree Sparrow"
"Black-billed Magpie","Blue Jay"
"Northwestern Crow","Rock Pigeon"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Song Sparrow"
"Blue Jay","Mourning Dove"
"European Starling","Northern Flicker"
"Mourning Dove","Blue Jay"
"Anna's Hummingbird","Chestnut-backed Chickadee"
"Pileated Woodpecker","Northern Flicker"
"Red-breasted Nuthatch","Chestnut-backed Chickadee"
"Blue Jay","White-breasted Nuthatch"
"House Sparrow","House Finch"
"House Sparrow","Red-breasted Nuthatch"
"Northern Cardinal","White-crowned Sparrow"
"American Goldfinch","House Finch"
"Blue Jay","Hairy Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"Northern Cardinal","Blue Jay"
"White-breasted Nuthatch","Black-capped Chickadee"
"Blue Jay","Dark-eyed Junco"
"Northern Mockingbird","White-crowned Sparrow"
"California Scrub-Jay","Northern Mockingbird"
"Red-bellied Woodpecker","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Downy Woodpecker","House Sparrow"
"Song Sparrow","House Finch"
"Pileated Woodpecker","Downy Woodpecker"
"Northern Flicker","Downy Woodpecker"
"Downy Woodpecker","Red-breasted Nuthatch"
"Blue Jay","House Sparrow"
"House Finch","American Goldfinch"
"House Finch","American Goldfinch"
"House Finch","Oak Titmouse"
"Mourning Dove","White-crowned Sparrow"
"American Goldfinch","Downy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","Mourning Dove"
"European Starling","House Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","House Finch"
"Red-bellied Woodpecker","House Finch"
"Blue Jay","House Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"California Scrub-Jay","House Finch"
"California Scrub-Jay","White-crowned Sparrow"
"California Thrasher","Dark-eyed Junco"
"American Crow","Blue Jay"
"House Finch","American Goldfinch"
"Blue Jay","Downy Woodpecker"
"Downy Woodpecker","Black-capped Chickadee"
"House Finch","Black-capped Chickadee"
"House Finch","White-breasted Nuthatch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"House Sparrow","House Finch"
"Northern Cardinal","American Goldfinch"
"Blue Jay","Northern Cardinal"
"Northern Cardinal","House Finch"
"House Sparrow","Northern Cardinal"
"House Sparrow","Northern Cardinal"
"Red-bellied Woodpecker","Carolina Chickadee"
"European Starling","House Sparrow"
"Song Sparrow","White-throated Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Mourning Dove","Dark-eyed Junco"
"Red-bellied Woodpecker","Dark-eyed Junco"
"Northern Cardinal","Dark-eyed Junco"
"White-breasted Nuthatch","Red-bellied Woodpecker"
"Downy Woodpecker","Dark-eyed Junco"
"White-breasted Nuthatch","Black-capped Chickadee"
"European Starling","Northern Cardinal"
"European Starling","Mourning Dove"
"Blue Jay","European Starling"
"Northern Flicker","Black-billed Magpie"
"Northern Flicker","European Starling"
"Northern Cardinal","House Sparrow"
"Northern Cardinal","House Sparrow"
"Dark-eyed Junco","House Finch"
"Downy Woodpecker","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Tufted Titmouse","American Goldfinch"
"Blue Jay","Northern Cardinal"
"Red-bellied Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Carolina Chickadee"
"Northern Cardinal","Tufted Titmouse"
"Tufted Titmouse","Carolina Chickadee"
"House Finch","Lesser Goldfinch"
"House Finch","Purple Finch"
"House Finch","Oak Titmouse"
"White-crowned Sparrow","House Finch"
"Northern Flicker","Steller's Jay"
"Downy Woodpecker","White-breasted Nuthatch"
"Downy Woodpecker","House Finch"
"Blue Jay","Downy Woodpecker"
"Blue Jay","House Sparrow"
"Blue Jay","Black-capped Chickadee"
"Blue Jay","Black-capped Chickadee"
"Northern Cardinal","House Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"European Starling","Downy Woodpecker"
"House Finch","American Goldfinch"
"Gambel's Quail","Eurasian Collared-Dove"
"Red-bellied Woodpecker","Blue Jay"
"Northern Flicker","Downy Woodpecker"
"Red-bellied Woodpecker","House Sparrow"
"Spotted Towhee","Golden-crowned Sparrow"
"Spotted Towhee","Fox Sparrow"
"Fox Sparrow","Song Sparrow"
"European Starling","Northern Flicker"
"Steller's Jay","Dark-eyed Junco"
"Downy Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Blue Jay"
"Northern Cardinal","House Finch"
"Tufted Titmouse","American Goldfinch"
"Red-bellied Woodpecker","Northern Cardinal"
"Downy Woodpecker","White-breasted Nuthatch"
"White-breasted Nuthatch","Tufted Titmouse"
"Red-bellied Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","American Goldfinch"
"Red-bellied Woodpecker","Mourning Dove"
"Spotted Towhee","Fox Sparrow"
"Fox Sparrow","Spotted Towhee"
"Mourning Dove","Northern Cardinal"
"Hairy Woodpecker","Downy Woodpecker"
"Carolina Chickadee","Tufted Titmouse"
"Tufted Titmouse","Carolina Chickadee"
"Tufted Titmouse","House Finch"
"European Starling","Downy Woodpecker"
"House Sparrow","House Finch"
"Dark-eyed Junco","Northern Cardinal"
"Wild Turkey","Mourning Dove"
"Mourning Dove","Steller's Jay"
"Wild Turkey","Dark-eyed Junco"
"Wild Turkey","Steller's Jay"
"Wild Turkey","Spotted Towhee"
"Red-bellied Woodpecker","Northern Cardinal"
